user_id,item_id,rating
606812,148089,10.0
145839,187984,8.0
554339,127495,6.0
864213,721424,10.0
942693,344292,10.0
265077,155735,10.0
639652,515827,10.0
763418,128730,10.0
272374,125465,10.0
158769,1896772,8.0
504032,1194539,8.0
443290,1621234,6.0
619658,302356,8.0
778882,1636573,10.0
762200,646552,8.0
845608,1424883,10.0
583735,1415952,8.0
695818,1520680,10.0
893699,1889597,8.0
546301,862446,10.0
106267,1764436,6.0
933801,147440,10.0
500850,1072638,10.0
163446,152662,10.0
30803,1896920,10.0
697555,548104,10.0
601487,2131950,10.0
286911,1008562,4.0
367578,305868,8.0
376680,154002,10.0
855336,1982904,10.0
155486,168610,8.0
462359,783906,10.0
585961,1108555,8.0
656487,137585,10.0
893577,1625102,8.0
513184,164051,10.0
989308,795254,10.0
823207,725242,10.0
976802,2712258,10.0
3596,1210233,8.0
260418,1919019,10.0
234385,224876,10.0
42169,141688,10.0
45337,1310167,10.0
610625,124553,10.0
975050,136860,10.0
385792,595048,10.0
256838,1154504,6.0
557419,126335,6.0
630128,127865,10.0
802403,2017483,10.0
657647,1259708,10.0
235056,1112658,8.0
428494,137585,10.0
979979,166633,10.0
827052,858304,8.0
550470,313568,10.0
545532,2884139,8.0
292394,1280715,10.0
386803,1419083,10.0
754176,2884139,8.0
734177,1415952,8.0
370209,394079,8.0
869248,227818,10.0
491589,2958376,8.0
212909,2343054,10.0
274914,149739,8.0
790711,786311,10.0
372170,1207360,10.0
380058,1356085,8.0
698553,2842792,10.0
897747,1013498,10.0
962784,478490,10.0
400157,414009,8.0
116142,1188641,10.0
569032,272388,10.0
482088,767710,10.0
24617,180843,10.0
206900,1046957,10.0
597555,172914,8.0
827652,849468,8.0
360456,348662,8.0
421771,567599,8.0
359031,945880,10.0
262124,295072,10.0
180768,963476,10.0
885758,334588,8.0
348640,131533,10.0
80646,1076484,8.0
588106,1390212,10.0
346058,313821,10.0
413827,1875650,10.0
826843,330238,10.0
466798,1595305,10.0
801919,1274956,10.0
131088,430708,8.0
295662,136110,10.0
205977,124204,10.0
996887,1246981,10.0
123667,1967750,8.0
413333,1790955,10.0
756343,1077123,10.0
134802,1117289,10.0
548211,169179,10.0
675604,945246,8.0
593205,1567231,10.0
991099,986296,10.0
639374,883661,10.0
610019,714374,10.0
231198,572613,8.0
721739,466944,8.0
804582,890105,10.0
667832,1213427,10.0
439438,1241917,8.0
348185,532135,8.0
976758,295745,10.0
384189,1793377,10.0
45781,2076266,8.0
572770,183194,8.0
859847,1490515,10.0
198731,1621234,10.0
704632,1831026,10.0
646496,668280,10.0
572308,131533,10.0
377980,987052,10.0
710660,145906,8.0
986552,1056174,10.0
237602,884737,10.0
689043,131533,8.0
6507,763288,8.0
597442,527885,10.0
765376,615644,8.0
584966,424691,8.0
911002,2578061,10.0
424908,945880,10.0
523924,1248293,10.0
392649,1976130,6.0
897252,134393,8.0
244746,1754771,10.0
176292,145906,10.0
820347,1530913,10.0
315096,1484383,10.0
116922,195076,10.0
343735,1708327,10.0
871911,780380,6.0
161713,2468805,6.0
353728,128959,10.0
726388,1961311,10.0
340286,1436642,10.0
133728,1014880,10.0
842481,706145,10.0
348523,517998,8.0
330229,1433766,10.0
405772,1881176,8.0
121399,1416608,10.0
416574,1516843,10.0
907296,2248191,8.0
622046,146684,10.0
877255,2273951,10.0
113822,258206,8.0
402054,2565135,8.0
116257,382883,10.0
589968,301873,10.0
863473,123793,8.0
772559,1746190,10.0
111815,2746761,8.0
695268,1746190,8.0
350207,2899540,8.0
126304,730008,10.0
452273,2900163,10.0
152357,859889,10.0
34055,1880626,8.0
127505,831463,10.0
378910,2417674,4.0
669288,1158451,10.0
357034,515827,8.0
693936,2954118,8.0
539721,466944,10.0
971878,2429745,10.0
719874,137585,10.0
804286,1346952,8.0
726303,126335,6.0
349878,139086,10.0
105522,2781713,8.0
73816,1571446,8.0
115901,1499974,10.0
365810,123373,8.0
788046,1389014,10.0
878269,131533,10.0
533065,134015,10.0
7186,883661,10.0
655154,123793,10.0
318861,131698,10.0
901840,1080396,2.0
960357,145906,10.0
720118,2608150,6.0
61928,1384766,10.0
369514,1776178,10.0
666709,1977540,8.0
147653,617766,8.0
876766,137585,10.0
833675,763288,10.0
500850,124204,10.0
137241,466603,10.0
989698,1213427,10.0
297053,1009546,10.0
349187,1822358,8.0
472391,2214689,10.0
79878,1176605,8.0
796073,136110,8.0
134802,727157,10.0
676222,1346753,10.0
636657,1108814,10.0
493881,616682,8.0
942742,959200,4.0
502689,155381,8.0
165303,141548,10.0
75044,2122960,10.0
441484,865225,8.0
181023,285225,10.0
933202,2045492,8.0
106515,131533,10.0
895815,2400816,10.0
481195,132135,10.0
141808,137585,10.0
752823,1090219,10.0
394195,2725374,10.0
404345,1211829,8.0
509249,1187659,8.0
757303,859889,10.0
836122,1271853,8.0
285836,131117,10.0
871911,141761,6.0
311695,139792,10.0
695819,147594,10.0
854155,1294660,10.0
933173,1136365,8.0
126127,199231,8.0
821234,124204,10.0
712619,2827807,6.0
736856,197170,10.0
316713,1271853,10.0
118195,1250367,8.0
787678,142179,4.0
410497,1210233,8.0
491174,624407,8.0
996653,1872602,10.0
161494,1607671,10.0
768604,276763,10.0
995186,1604219,10.0
904958,208647,10.0
77116,147594,10.0
201974,1468203,10.0
43980,442171,10.0
738574,140321,4.0
696506,1000739,10.0
59971,1166477,10.0
771023,802815,10.0
317749,1019581,10.0
966845,1730006,10.0
684227,218606,10.0
426047,2163773,10.0
442636,1787191,10.0
3997,134393,10.0
752474,312893,8.0
443596,1260731,10.0
109424,2494898,10.0
151751,686884,8.0
77433,1694131,6.0
287608,1220393,8.0
620835,2577550,10.0
26579,654025,10.0
692895,517998,10.0
214782,182578,8.0
519050,925665,10.0
354617,152836,10.0
641687,126335,8.0
209886,1238932,8.0
582495,755371,8.0
290985,124204,10.0
333338,146684,10.0
777821,1920477,8.0
557359,703458,10.0
283927,1212992,10.0
794598,2493150,6.0
141416,1453647,8.0
327702,172027,10.0
550968,1516843,10.0
343619,2160087,10.0
376824,147594,10.0
276920,2596674,10.0
960432,589412,10.0
13525,763288,10.0
101138,1126889,10.0
55898,123793,10.0
188359,1008474,10.0
561497,985499,10.0
600375,193179,8.0
718167,833666,8.0
41790,1799162,8.0
295826,154002,10.0
266127,2096293,8.0
753165,1869056,10.0
710825,1505204,8.0
493766,172027,6.0
17170,851656,8.0
791588,1858651,10.0
48274,2887640,10.0
61928,1384766,10.0
966061,309634,10.0
379315,132135,10.0
845469,148089,6.0
268035,152836,6.0
115361,1050242,8.0
564070,2084326,10.0
355916,1142056,10.0
290851,1210233,10.0
873572,125465,10.0
601087,126335,10.0
116579,596740,6.0
726908,469932,8.0
269890,1815068,8.0
599441,1337205,8.0
64179,154002,8.0
375120,2760153,10.0
502927,2337876,10.0
102623,1425193,10.0
342690,1714731,10.0
903811,527130,10.0
671961,128959,10.0
22414,859889,8.0
341109,162634,10.0
918150,1973664,10.0
235111,200640,10.0
692392,789767,8.0
48265,2015956,10.0
317637,2489222,10.0
284546,846616,10.0
539693,2477847,10.0
345204,141688,10.0
796374,1941671,10.0
660083,1706067,10.0
752699,123793,10.0
676001,168012,10.0
856006,883661,6.0
886843,2923916,10.0
104163,1349696,10.0
144852,168610,10.0
316225,472922,10.0
444708,478077,10.0
763521,2303880,4.0
498353,619157,10.0
730574,1744232,10.0
510832,806803,8.0
834411,2684666,8.0
243837,1949394,10.0
500033,146684,10.0
952829,1522253,8.0
773974,123373,6.0
17293,884737,10.0
236834,670722,10.0
805053,1396660,10.0
993787,1366699,10.0
54154,1665000,8.0
309480,2775456,10.0
671701,2182859,10.0
746436,2155094,10.0
619685,1043392,8.0
956788,2218157,10.0
842830,132738,8.0
830175,1679360,8.0
39244,1147823,10.0
969421,182915,6.0
232219,1976612,10.0
651046,276763,10.0
663918,466603,8.0
454294,1647277,8.0
104922,168610,10.0
743748,1866411,10.0
854884,124553,10.0
118835,1226293,10.0
20659,2340200,10.0
536621,1106101,10.0
838995,943243,8.0
595120,730008,10.0
393035,2579422,10.0
601243,396259,8.0
873725,172914,8.0
400749,123793,10.0
924707,2554847,8.0
732678,2796868,8.0
787644,395702,10.0
206900,2757438,8.0
744119,1323006,8.0
602653,364092,10.0
521429,1213427,8.0
172571,178058,8.0
844370,1770781,8.0
35367,152836,8.0
109521,1384226,10.0
141143,2168246,8.0
691468,2660685,10.0
611904,2140811,6.0
948168,1737394,8.0
947001,280734,10.0
835449,1832038,10.0
225791,883661,8.0
346421,1082379,6.0
204577,2190326,8.0
883083,1706040,10.0
443791,145417,8.0
383021,2223739,10.0
902453,1618192,10.0
649483,1598777,8.0
496675,172027,10.0
529649,1673742,10.0
103103,721424,10.0
897461,755371,10.0
266380,1772362,10.0
210798,349579,10.0
624737,414009,10.0
130782,183945,10.0
73372,1996590,6.0
27229,1725162,10.0
964341,1768956,8.0
374461,1875650,10.0
246510,1109803,10.0
105342,1851598,8.0
551647,1067035,8.0
712415,2388023,8.0
965639,291513,8.0
586458,633179,10.0
954147,809891,10.0
848975,1001122,10.0
149420,184374,8.0
256288,1776280,8.0
408606,963476,10.0
107556,1814462,8.0
588132,2556160,10.0
357402,942188,10.0
251554,152836,10.0
256185,140321,10.0
829421,141300,8.0
845608,1314014,8.0
46566,2918587,10.0
645805,136110,10.0
819042,259934,10.0
58418,985087,6.0
73112,1106101,10.0
343315,284665,2.0
792209,786827,10.0
268895,1566870,10.0
172983,131533,10.0
723704,1009546,4.0
304292,172027,8.0
890382,849468,10.0
902637,1495368,8.0
80496,1527946,10.0
531640,703458,10.0
747133,148089,10.0
951657,2339613,10.0
941472,1967775,8.0
609369,452942,10.0
553336,1695878,10.0
645410,152836,10.0
349655,820244,10.0
144450,2063202,10.0
469060,1547971,8.0
576301,168592,10.0
449135,172027,8.0
361838,1844408,8.0
109295,145906,8.0
206893,620288,10.0
904958,1465348,10.0
633585,537285,8.0
52469,1413486,10.0
759265,2743152,10.0
349844,1547051,10.0
631817,1449570,10.0
669923,331636,10.0
137309,1295893,10.0
471590,1226293,8.0
139262,2321929,10.0
792518,299987,10.0
587492,1567172,10.0
494455,2531493,6.0
675149,124553,8.0
492384,1698166,10.0
369514,1188641,10.0
691606,2749860,10.0
880778,130727,8.0
564111,921642,10.0
378987,126335,10.0
73760,963476,8.0
506201,2673874,10.0
802716,1697200,8.0
546983,1300249,10.0
157633,1962198,10.0
367999,879452,8.0
849924,426346,8.0
958979,123793,10.0
39934,344877,10.0
748381,1858651,8.0
906301,337867,8.0
51637,2635020,8.0
27229,2514175,6.0
293467,1366699,8.0
290043,1484078,8.0
621921,909677,10.0
795626,268562,8.0
515980,666794,10.0
551640,2368838,8.0
168603,172027,10.0
247451,921642,8.0
977243,286193,8.0
88342,1031440,10.0
935302,1896920,10.0
226492,141688,8.0
37518,1738690,10.0
232587,197170,10.0
905637,172027,6.0
265321,1626759,8.0
64958,140877,8.0
305243,181453,10.0
749862,2362581,10.0
140456,1716120,4.0
64938,2161642,8.0
832158,2337876,10.0
209673,864299,10.0
890641,141761,10.0
868229,2365085,10.0
355036,123793,10.0
594921,1225430,10.0
845347,2164765,10.0
470748,133584,10.0
148953,138431,10.0
735019,373527,8.0
390243,2757438,8.0
828803,1793377,10.0
60038,190238,10.0
450034,625370,10.0
871468,459700,10.0
720398,1146287,4.0
230634,140321,10.0
278259,2641483,10.0
413575,145417,8.0
225858,136860,10.0
415447,164593,10.0
147020,2141414,8.0
297985,643385,8.0
58700,162491,10.0
779203,2927762,10.0
184044,1680252,10.0
42545,746366,6.0
97207,1255726,10.0
341039,178058,8.0
771377,184374,8.0
393701,1655531,10.0
745281,1130860,10.0
878704,335248,10.0
69386,131698,10.0
242053,724319,10.0
996425,172027,8.0
766452,547674,10.0
366523,174086,10.0
457818,1858651,10.0
332273,1090064,10.0
506175,985499,8.0
145486,296781,6.0
600599,1285250,10.0
736674,1501483,8.0
766361,1861000,10.0
786117,451591,8.0
589122,476080,8.0
257741,146684,10.0
857032,148089,10.0
776509,1109803,10.0
981306,1041724,10.0
757046,1746967,10.0
490254,1920477,10.0
500847,532982,4.0
733376,532135,10.0
215714,1859039,6.0
350742,1328898,10.0
273636,1936497,10.0
180397,866304,8.0
664878,1356952,8.0
995735,781825,8.0
507671,1091654,10.0
22685,1425852,6.0
177016,1475816,10.0
547738,1340234,10.0
691468,331370,10.0
98902,668280,10.0
388317,925665,10.0
622489,637670,10.0
438909,1959943,10.0
299788,1756163,4.0
355454,126335,10.0
316931,1427750,10.0
272611,873547,6.0
192564,128959,10.0
827963,724319,10.0
867813,334588,8.0
102995,468020,8.0
692788,1121730,8.0
172925,1949394,10.0
163268,1198628,8.0
242838,416213,10.0
822018,2046224,8.0
185975,149739,6.0
266752,1744232,8.0
25668,1968677,10.0
472550,141688,10.0
531422,1242074,8.0
570030,2011987,10.0
800396,234407,10.0
541822,1364569,8.0
64086,1330312,10.0
302483,1110928,8.0
109137,1229740,10.0
138532,209668,6.0
935076,1879504,8.0
399726,293370,10.0
261453,2444721,10.0
659410,883661,10.0
276538,1711225,8.0
200547,2318669,10.0
173522,2855612,10.0
913915,1121132,10.0
99452,155735,4.0
820575,499679,8.0
130544,2686655,10.0
600671,128959,10.0
576001,1805488,10.0
396546,1135348,8.0
768793,308834,10.0
752725,653200,10.0
243197,725242,10.0
335330,902478,8.0
152749,2051413,10.0
98928,172914,8.0
485953,1991314,8.0
284795,2752000,10.0
8820,1012189,10.0
470477,1996590,6.0
83858,131533,10.0
995023,1179146,10.0
813412,2949937,8.0
157520,364862,10.0
299675,1023159,8.0
957558,1674806,10.0
123871,1872602,10.0
411462,2503472,10.0
946138,1626903,8.0
485172,137585,10.0
408788,132738,10.0
234014,1920477,8.0
727146,985087,10.0
820493,175600,4.0
703256,137585,10.0
749272,242782,8.0
996512,2623770,10.0
257154,295072,8.0
874907,503972,8.0
13878,834814,10.0
1296,147594,8.0
470637,424962,10.0
974590,1213427,8.0
295069,1645046,10.0
248535,1404266,10.0
387413,537285,10.0
212850,174391,10.0
124566,1493246,10.0
676928,932152,8.0
491334,423547,8.0
364818,943243,10.0
113652,133584,10.0
360214,1238932,8.0
999726,137585,10.0
353015,135750,10.0
676440,1880689,8.0
927813,2963850,10.0
188164,1707988,10.0
474333,1257812,10.0
722657,814981,10.0
710675,1099773,10.0
298311,547674,8.0
311126,145906,10.0
919617,1422015,4.0
566967,843274,8.0
1384,1432504,8.0
101340,783906,10.0
485927,2722274,6.0
36587,572613,8.0
226429,942188,8.0
804752,167112,10.0
668678,1962198,8.0
597266,187477,10.0
60354,2833955,10.0
24707,132738,8.0
326425,1821048,8.0
739557,152836,8.0
1070,1379493,10.0
429070,126335,10.0
783070,1459683,8.0
406567,2216225,8.0
472215,174086,8.0
444540,127081,10.0
472515,1420770,10.0
835431,1154504,6.0
749336,937638,8.0
517479,166633,10.0
33028,2593622,10.0
690644,1209909,6.0
131872,1049694,10.0
836856,480832,10.0
735790,130259,8.0
254464,125424,8.0
14361,193179,6.0
365587,258206,10.0
559413,131533,6.0
46663,187164,10.0
268942,2222184,10.0
527177,2267668,10.0
90329,1973664,10.0
118936,127865,6.0
20464,1295893,10.0
927452,1064397,10.0
771467,166633,8.0
495605,175496,6.0
823186,1711225,10.0
397868,1756705,8.0
144050,739555,10.0
138974,125465,10.0
215055,155381,10.0
491589,1639887,10.0
580661,136860,8.0
387463,1661761,10.0
527269,2490736,8.0
312258,1179273,10.0
691468,797218,10.0
999183,2316191,10.0
631609,1842923,10.0
547743,193361,8.0
392249,1064397,10.0
544802,184374,10.0
960514,137585,10.0
335198,1459539,10.0
410399,2495121,10.0
653683,2396750,10.0
899973,1187659,10.0
47002,1676837,8.0
153364,858304,6.0
934383,1205016,8.0
789690,1523096,8.0
64058,2484886,8.0
333748,1546247,10.0
889152,2273401,4.0
875114,1816796,4.0
23326,1481329,10.0
392702,1613579,10.0
730830,1962198,10.0
604684,128959,10.0
97890,709832,10.0
996987,657626,10.0
998171,1662059,10.0
341107,1292293,10.0
186339,125465,8.0
927690,125564,10.0
453602,999837,8.0
96369,279859,10.0
231461,1692683,8.0
525202,132738,10.0
242038,1463543,10.0
60290,1692989,8.0
671227,1793377,10.0
563845,1309537,10.0
886680,1273589,8.0
665993,1449570,10.0
261517,295362,10.0
744965,145417,10.0
842784,1576942,8.0
543568,1226293,10.0
975196,339498,10.0
686926,1655531,10.0
457730,1017773,10.0
77182,403038,10.0
83081,137585,8.0
893909,2653183,6.0
739276,168592,8.0
587934,1920477,10.0
613985,865225,10.0
878694,166633,10.0
351582,800530,8.0
492205,208647,8.0
787320,1164757,10.0
454638,144051,10.0
53519,714374,10.0
29993,1444142,8.0
715321,132738,10.0
10659,139086,8.0
694337,1092231,10.0
360083,724319,10.0
224291,152662,10.0
957297,1018841,10.0
260350,396259,6.0
158166,544045,10.0
987023,1534987,10.0
532980,193179,10.0
908572,1313942,8.0
598355,1557314,10.0
80445,1917409,8.0
679250,569795,10.0
753998,174086,10.0
852128,1522959,10.0
717292,1904556,10.0
812235,160612,10.0
83683,1586334,8.0
171306,2656158,8.0
421840,1491849,10.0
669278,963476,10.0
418925,690330,6.0
561592,1909065,10.0
7675,836441,10.0
279716,2722297,10.0
453234,1484078,10.0
401771,130259,8.0
997686,1082384,8.0
783947,982621,10.0
562831,2813119,10.0
704998,716072,10.0
313140,317029,8.0
678267,2469789,10.0
562435,126335,10.0
44234,136860,10.0
336529,178058,10.0
572238,2531493,10.0
630850,1637348,10.0
344217,2354093,6.0
343329,1340234,10.0
415272,126335,4.0
375703,234144,8.0
69063,2396177,10.0
296133,1469072,10.0
326502,2590191,10.0
103021,2284955,8.0
873225,1057664,8.0
103982,509406,10.0
658153,865225,6.0
333358,2069605,8.0
4020,890500,4.0
793740,1174307,10.0
172660,1378631,10.0
851959,131698,10.0
69031,1467760,10.0
645993,144931,10.0
134526,2654048,8.0
588132,2876858,10.0
427110,716777,10.0
286295,1715311,10.0
353509,1614043,8.0
679959,145906,8.0
646823,132738,8.0
557109,791847,10.0
235111,2812405,2.0
828581,1662059,8.0
644305,1869940,10.0
611923,1176605,10.0
8331,982932,10.0
958580,123793,10.0
151751,1845636,6.0
353554,131533,8.0
907434,1010926,10.0
61589,809891,10.0
778321,1009845,10.0
555305,1063576,10.0
967642,1754708,10.0
412006,1001122,8.0
587445,174086,10.0
934277,194182,10.0
11896,2901393,10.0
186574,1057664,10.0
500064,172027,10.0
350048,522755,10.0
691468,326908,10.0
444295,721403,10.0
496336,146684,10.0
723842,1313942,10.0
95920,134015,8.0
19589,1640972,10.0
358750,1174307,8.0
965766,1930368,10.0
329034,1113191,4.0
104883,1406056,8.0
969862,347538,10.0
595635,126335,10.0
778693,1382388,4.0
423301,638318,10.0
838084,1515339,10.0
849000,1450102,10.0
853789,172027,10.0
742630,1051003,10.0
634766,144714,8.0
844108,1256434,10.0
124317,1268360,10.0
741634,312324,10.0
763764,154652,10.0
415871,2426137,8.0
306184,1316534,10.0
845062,1333481,10.0
589122,945246,10.0
808336,197170,8.0
391259,145906,10.0
731377,125424,10.0
86847,2236896,2.0
500555,145906,10.0
54595,132738,10.0
41447,1496861,10.0
770461,864981,10.0
89919,132738,10.0
90330,1692935,10.0
508285,1773535,8.0
896719,1483804,8.0
233583,184374,10.0
947612,1695878,10.0
71508,142179,6.0
166721,947192,10.0
570272,2080447,6.0
426041,2785640,6.0
3060,925665,8.0
875001,2743152,8.0
518952,1542250,10.0
806103,362332,10.0
933964,131698,6.0
265201,293358,8.0
709728,1212992,8.0
930962,2829293,10.0
12161,284665,8.0
317930,420498,10.0
446017,139086,10.0
886204,285225,8.0
565950,1355618,10.0
507121,409531,10.0
914700,136110,8.0
316500,152662,8.0
961168,168610,8.0
928734,2937389,6.0
980120,302356,10.0
453881,2529948,10.0
250828,499679,10.0
3983,125564,10.0
649434,1391906,10.0
161367,2771463,10.0
517097,1968677,6.0
270218,241759,10.0
787815,2155094,6.0
822435,836119,8.0
746579,1523096,10.0
918814,1016759,10.0
705059,1326545,10.0
676966,1566348,8.0
784204,515827,4.0
294444,884737,10.0
698893,1910722,10.0
283004,1483562,10.0
145166,963476,10.0
391310,1741645,10.0
23529,137585,10.0
430291,156607,8.0
626254,164593,8.0
975196,1084380,10.0
640417,1429859,8.0
226492,1010926,10.0
292618,127495,10.0
326607,144931,10.0
615300,1746190,10.0
325538,1730006,10.0
923809,1328587,10.0
859027,1845636,8.0
821349,921642,10.0
811296,2783742,10.0
752438,2859339,6.0
860308,954303,2.0
417508,127495,10.0
34597,1728434,8.0
685291,1073611,8.0
39682,139792,10.0
661973,127865,10.0
579065,263981,6.0
307137,1842923,10.0
623289,1188713,10.0
625655,466311,8.0
965310,730008,8.0
327899,124204,10.0
296451,1009546,10.0
162609,1010328,10.0
345422,131698,10.0
522824,356619,10.0
659798,168592,10.0
703951,2897833,10.0
371859,1160869,6.0
434102,1138755,10.0
660107,725242,10.0
143190,1076484,10.0
11747,863680,10.0
373595,539385,8.0
347450,1176070,10.0
663461,2804719,10.0
832536,1746190,10.0
797132,1378631,10.0
564729,1769937,10.0
622987,317029,10.0
130171,1213752,8.0
59129,2041867,10.0
896232,497910,10.0
788046,1085150,8.0
874040,161541,8.0
736588,756784,10.0
291190,1355618,10.0
703800,2213992,10.0
288968,840165,10.0
327713,344292,8.0
406712,154002,10.0
428991,1231549,10.0
840105,1752487,10.0
353314,206536,8.0
551155,1076157,10.0
823876,1603811,8.0
810253,814116,10.0
194918,828847,10.0
933801,1354299,8.0
677627,194128,8.0
290472,138431,8.0
100615,889239,8.0
611889,1929594,4.0
9036,130259,10.0
383030,1687082,10.0
505886,2063202,10.0
697581,127865,10.0
483420,2145486,8.0
572524,1503791,10.0
608684,1603811,10.0
130095,137585,10.0
580709,174086,8.0
886707,764278,8.0
526085,1018136,10.0
394666,389631,10.0
933896,135459,8.0
304318,1609392,10.0
514632,135750,8.0
695899,1626903,8.0
952005,2324616,8.0
591962,693849,10.0
559221,131698,8.0
299608,1714731,10.0
477192,131698,10.0
721283,346143,10.0
294053,1940985,10.0
8899,1378631,10.0
296406,1172052,10.0
568862,501519,10.0
702598,383302,8.0
724949,1036192,10.0
791274,940367,8.0
341876,1465824,8.0
496486,136110,8.0
280157,1892058,10.0
696760,1378631,10.0
947774,951771,10.0
291134,271412,8.0
960641,1542667,8.0
516025,2130962,10.0
642782,127495,10.0
554053,653960,10.0
805957,1146287,8.0
910752,1669625,10.0
366628,160612,10.0
530126,1266176,10.0
521215,132738,10.0
288727,199457,10.0
962882,806803,10.0
612739,2201799,6.0
639255,1858651,8.0
806378,883916,10.0
200084,154823,10.0
271102,644425,8.0
54623,424962,8.0
511865,1741645,10.0
838528,178058,8.0
198365,575727,10.0
310567,166633,8.0
282628,127865,10.0
719519,1031440,10.0
18490,174086,10.0
28039,588814,10.0
783708,979046,10.0
209374,1661761,10.0
597392,1284660,8.0
297899,440363,8.0
141785,763288,8.0
962792,599262,8.0
455742,479018,10.0
502942,196859,8.0
511387,1266562,8.0
135936,833666,10.0
423728,1639988,10.0
279258,155735,10.0
324911,2333654,10.0
912346,166633,8.0
754741,550590,10.0
449448,1396878,10.0
158973,1501987,10.0
702993,1009845,10.0
63786,684027,8.0
656172,466944,10.0
753984,439655,8.0
399308,125465,10.0
680202,1760942,10.0
827305,1334351,8.0
98537,357231,10.0
262317,2577550,8.0
950692,2903209,8.0
537064,269172,10.0
986364,644425,8.0
895962,424962,10.0
207028,1173025,10.0
138244,2398521,10.0
659663,131533,10.0
256444,182915,10.0
693086,1106101,10.0
47317,2566679,10.0
771363,2075137,10.0
692838,1666866,10.0
34188,2707029,8.0
815864,164593,10.0
30721,1574534,10.0
537597,2654048,8.0
524631,169961,10.0
211037,1565667,8.0
153909,2063202,8.0
454179,601482,10.0
750497,2376757,10.0
237004,858647,10.0
805696,1163129,8.0
261862,1260666,8.0
635302,183945,10.0
257847,591853,10.0
441868,1528722,10.0
697311,2704615,10.0
784759,946530,10.0
16900,432275,10.0
203003,478490,10.0
159943,781825,8.0
555409,123373,8.0
291131,263699,10.0
544461,166633,8.0
576082,795320,10.0
435057,1337205,10.0
928978,986546,10.0
657665,158794,10.0
